enum	value_dec	value_hex	name	base
PropertyInt	246	0xF6	AugmentationResistanceLightning	dec
PropertyInt	247	0xF7	RaresTierOneLogin	dec
PropertyInt	248	0xF8	RaresTierTwoLogin	dec
PropertyInt	249	0xF9	RaresTierThreeLogin	dec
PropertyInt	250	0xFA	RaresTierFourLogin	dec
PropertyInt	251	0xFB	RaresTierFiveLogin	dec
PropertyInt	252	0xFC	RaresLoginTimestamp	dec
PropertyInt	253	0xFD	RaresTierSix	dec
PropertyInt	254	0xFE	RaresTierSeven	dec
PropertyInt	255	0xFF	RaresTierSixLogin	dec
PropertyInt	256	0x100	RaresTierSevenLogin	dec
PropertyInt	257	0x101	ItemAttributeLimit	dec
PropertyInt	258	0x102	ItemAttributeLevelLimit	dec
PropertyInt	259	0x103	ItemAttribute2ndLimit	dec
PropertyInt	260	0x104	ItemAttribute2ndLevelLimit	dec
PropertyInt	261	0x105	CharacterTitleId	dec
PropertyInt	262	0x106	NumCharacterTitles	dec
PropertyInt	263	0x107	ResistanceModifierType	dec
PropertyInt	264	0x108	FreeTinkersBitfield	dec
PropertyInt	265	0x109	EquipmentSetId	dec
PropertyInt	266	0x10A	PetClass	dec
PropertyInt	267	0x10B	Lifespan	dec
PropertyInt	268	0x10C	RemainingLifespan	dec
PropertyInt	269	0x10D	UseCreateQuantity	dec
PropertyInt	270	0x10E	WieldRequirements2	dec
PropertyInt	271	0x10F	WieldSkillType2	dec
PropertyInt	272	0x110	WieldDifficulty2	dec
PropertyInt	273	0x111	WieldRequirements3	dec
PropertyInt	274	0x112	WieldSkillType3	dec
PropertyInt	275	0x113	WieldDifficulty3	dec
PropertyInt	276	0x114	WieldRequirements4	dec
PropertyInt	277	0x115	WieldSkillType4	dec
PropertyInt	278	0x116	WieldDifficulty4	dec
PropertyInt	279	0x117	Unique	dec
PropertyInt	280	0x118	SharedCooldown	dec
PropertyInt	281	0x119	Faction1Bits	dec
PropertyInt	282	0x11A	Faction2Bits	dec
PropertyInt	283	0x11B	Faction3Bits	dec
PropertyInt	284	0x11C	Hatred1Bits	dec
PropertyInt	285	0x11D	Hatred2Bits	dec
PropertyInt	286	0x11E	Hatred3Bits	dec
PropertyInt	287	0x11F	SocietyRankCelhan	dec
PropertyInt	288	0x120	SocietyRankEldweb	dec
PropertyInt	289	0x121	SocietyRankRadblo	dec
PropertyInt	290	0x122	HearLocalSignals	dec
PropertyInt	291	0x123	HearLocalSignalsRadius	dec
PropertyInt	292	0x124	Cleaving	dec
PropertyInt	293	0x125	AugmentationSpecializeGearcraft	dec
PropertyInt	294	0x126	AugmentationInfusedCreatureMagic	dec
PropertyInt	295	0x127	AugmentationInfusedItemMagic	dec
PropertyInt	296	0x128	AugmentationInfusedLifeMagic	dec
PropertyInt	297	0x129	AugmentationInfusedWarMagic	dec
PropertyInt	298	0x12A	AugmentationCriticalExpertise	dec
PropertyInt	299	0x12B	AugmentationCriticalPower	dec
PropertyInt	300	0x12C	AugmentationSkilledMelee	dec
PropertyInt	301	0x12D	AugmentationSkilledMissile	dec
PropertyInt	302	0x12E	AugmentationSkilledMagic	dec
PropertyInt	303	0x12F	ImbuedEffect2	dec
PropertyInt	304	0x130	ImbuedEffect3	dec
PropertyInt	305	0x131	ImbuedEffect4	dec
PropertyInt	306	0x132	ImbuedEffect5	dec
PropertyInt	307	0x133	DamageRating	dec
PropertyInt	308	0x134	DamageResistRating	dec
PropertyInt	309	0x135	AugmentationDamageBonus	dec
PropertyInt	310	0x136	AugmentationDamageReduction	dec
PropertyInt	311	0x137	ImbueStackingBits	dec
PropertyInt	312	0x138	HealOverTime	dec
PropertyInt	313	0x139	CritRating	dec
PropertyInt	314	0x13A	CritDamageRating	dec
PropertyInt	315	0x13B	CritResistRating	dec
PropertyInt	316	0x13C	CritDamageResistRating	dec
PropertyInt	317	0x13D	HealingResistRating	dec
PropertyInt	318	0x13E	DamageOverTime	dec
PropertyInt	319	0x13F	ItemMaxLevel	dec
PropertyInt	320	0x140	ItemXpStyle	dec
PropertyInt	321	0x141	EquipmentSetExtra	dec
PropertyInt	322	0x142	AetheriaBitfield	dec
PropertyInt	323	0x143	HealingBoostRating	dec
PropertyInt	324	0x144	HeritageSpecificArmor	dec
PropertyInt	325	0x145	AlternateRacialSkills	dec
PropertyInt	326	0x146	AugmentationJackOfAllTrades	dec
PropertyInt	327	0x147	AugmentationResistanceNether	dec
PropertyInt	328	0x148	AugmentationInfusedVoidMagic	dec
PropertyInt	329	0x149	WeaknessRating	dec
PropertyInt	330	0x14A	NetherOverTime	dec
PropertyInt	331	0x14B	NetherResistRating	dec
PropertyInt	332	0x14C	LuminanceAward	dec
PropertyInt	333	0x14D	LumAugDamageRating	dec
PropertyInt	334	0x14E	LumAugDamageReductionRating	dec
PropertyInt	335	0x14F	LumAugCritDamageRating	dec
PropertyInt	336	0x150	LumAugCritReductionRating	dec
PropertyInt	337	0x151	LumAugSurgeEffectRating	dec
PropertyInt	338	0x152	LumAugSurgeChanceRating	dec
PropertyInt	339	0x153	LumAugItemManaUsage	dec
PropertyInt	340	0x154	LumAugItemManaGain	dec
PropertyInt	341	0x155	LumAugVitality	dec
PropertyInt	342	0x156	LumAugHealingRating	dec
PropertyInt	343	0x157	LumAugSkilledCraft	dec
PropertyInt	344	0x158	LumAugSkilledSpec	dec
PropertyInt	345	0x159	LumAugNoDestroyCraft	dec
PropertyInt	346	0x15A	RestrictInteraction	dec
PropertyInt	347	0x15B	OlthoiLootTimestamp	dec
PropertyInt	348	0x15C	OlthoiLootStep	dec
PropertyInt	349	0x15D	UseCreatesContractId	dec
PropertyInt	350	0x15E	DotResistRating	dec
PropertyInt	351	0x15F	LifeResistRating	dec
PropertyInt	352	0x160	CloakWeaveProc	dec
PropertyInt	353	0x161	WeaponType	dec
PropertyInt	354	0x162	MeleeMastery	dec
PropertyInt	355	0x163	RangedMastery	dec
PropertyInt	356	0x164	SneakAttackRating	dec
PropertyInt	357	0x165	RecklessnessRating	dec
PropertyInt	358	0x166	DeceptionRating	dec
PropertyInt	359	0x167	CombatPetRange	dec
PropertyInt	360	0x168	WeaponAuraDamage	dec
PropertyInt	361	0x169	WeaponAuraSpeed	dec
PropertyInt	362	0x16A	SummoningMastery	dec
PropertyInt	363	0x16B	HeartbeatLifespan	dec
PropertyInt	364	0x16C	UseLevelRequirement	dec
PropertyInt	365	0x16D	LumAugAllSkills	dec
PropertyInt	366	0x16E	UseRequiresSkill	dec
PropertyInt	367	0x16F	UseRequiresSkillLevel	dec
PropertyInt	368	0x170	UseRequiresSkillSpec	dec
PropertyInt	369	0x171	UseRequiresLevel	dec
PropertyInt	370	0x172	GearDamage	dec
PropertyInt	371	0x173	GearDamageResist	dec
PropertyInt	372	0x174	GearCrit	dec
PropertyInt	373	0x175	GearCritResist	dec
PropertyInt	374	0x176	GearCritDamage	dec
PropertyInt	375	0x177	GearCritDamageResist	dec
PropertyInt	376	0x178	GearHealingBoost	dec
PropertyInt	377	0x179	GearNetherResist	dec
PropertyInt	378	0x17A	GearLifeResist	dec
PropertyInt	379	0x17B	GearMaxHealth	dec
PropertyInt	380	0x17C	Unknown380	dec
PropertyInt	381	0x17D	PKDamageRating	dec
PropertyInt	382	0x17E	PKDamageResistRating	dec
PropertyInt	383	0x17F	GearPKDamageRating	dec
PropertyInt	384	0x180	GearPKDamageResistRating	dec
PropertyInt	385	0x181	Unknown385	dec
PropertyInt	386	0x182	Overpower	dec
PropertyInt	387	0x183	OverpowerResist	dec
PropertyInt	388	0x184	GearOverpower	dec
PropertyInt	389	0x185	GearOverpowerResist	dec
PropertyInt	390	0x186	Enlightenment	dec
PropertyInt64	1	0x1	TotalExperience	hex
PropertyInt64	2	0x2	AvailableExperience	hex
PropertyInt64	3	0x3	AugmentationCost	hex
PropertyInt64	4	0x4	ItemTotalXp	hex
PropertyInt64	5	0x5	ItemBaseXp	hex
PropertyInt64	6	0x6	AvailableLuminance	hex
PropertyInt64	7	0x7	MaximumLuminance	hex
PropertyInt64	8	0x8	InteractionReqs	hex
PropertyPosition	1	0x1	Location	dec
PropertyPosition	2	0x2	Destination	dec
PropertyPosition	3	0x3	Instantiation	dec
PropertyPosition	4	0x4	Sanctuary	dec
PropertyPosition	5	0x5	Home	dec
PropertyPosition	6	0x6	ActivationMove	dec
PropertyPosition	7	0x7	Target	dec
PropertyPosition	8	0x8	LinkedPortalOne	dec
PropertyPosition	9	0x9	LastPortal	dec
PropertyPosition	10	0xA	PortalStorm	dec
PropertyPosition	11	0xB	CrashAndTurn	dec
PropertyPosition	12	0xC	PortalSummonLoc	dec
PropertyPosition	13	0xD	HouseBoot	dec
PropertyPosition	14	0xE	LastOutsideDeath	dec
PropertyPosition	15	0xF	LinkedLifestone	dec
PropertyPosition	16	0x10	LinkedPortalTwo	dec
PropertyPosition	17	0x11	Save1	dec
PropertyPosition	18	0x12	Save2	dec
PropertyPosition	19	0x13	Save3	dec
PropertyPosition	20	0x14	Save4	dec
PropertyPosition	21	0x15	Save5	dec
PropertyPosition	22	0x16	Save6	dec
PropertyPosition	23	0x17	Save7	dec
PropertyPosition	24	0x18	Save8	dec
PropertyPosition	25	0x19	Save9	dec
PropertyPosition	26	0x1A	RelativeDestination	dec
PropertyPosition	27	0x1B	TeleportedCharacter	dec
PropertyString	1	0x1	Name	dec
PropertyString	2	0x2	Title	dec
PropertyString	3	0x3	Sex	dec
PropertyString	4	0x4	HeritageGroup	dec
PropertyString	5	0x5	Template	dec
PropertyString	6	0x6	AttackersName	dec
PropertyString	7	0x7	Inscription	dec
PropertyString	8	0x8	ScribeName	dec
PropertyString	9	0x9	VendorsName	dec
PropertyString	10	0xA	Fellowship	dec
PropertyString	11	0xB	MonarchsName	dec
PropertyString	12	0xC	LockCode	dec
PropertyString	13	0xD	KeyCode	dec
PropertyString	14	0xE	Use	dec
PropertyString	15	0xF	ShortDesc	dec
PropertyString	16	0x10	LongDesc	dec
PropertyString	17	0x11	ActivationTalk	dec
PropertyString	18	0x12	UseMessage	dec
PropertyString	19	0x13	ItemHeritageGroupRestriction	dec
PropertyString	20	0x14	PluralName	dec
PropertyString	21	0x15	MonarchsTitle	dec
PropertyString	22	0x16	ActivationFailure	dec
PropertyString	23	0x17	ScribeAccount	dec
PropertyString	24	0x18	TownName	dec
PropertyString	25	0x19	CraftsmanName	dec
PropertyString	26	0x1A	UsePkServerError	dec
PropertyString	27	0x1B	ScoreCachedText	dec
PropertyString	28	0x1C	ScoreDefaultEntryFormat	dec
PropertyString	29	0x1D	ScoreFirstEntryFormat	dec
PropertyString	30	0x1E	ScoreLastEntryFormat	dec
PropertyString	31	0x1F	ScoreOnlyEntryFormat	dec
PropertyString	32	0x20	ScoreNoEntry	dec
PropertyString	33	0x21	Quest	dec
PropertyString	34	0x22	GeneratorEvent	dec
PropertyString	35	0x23	PatronsTitle	dec
PropertyString	36	0x24	HouseOwnerName	dec
PropertyString	37	0x25	QuestRestriction	dec
PropertyString	38	0x26	AppraisalPortalDestination	dec
PropertyString	39	0x27	TinkerName	dec
PropertyString	40	0x28	ImbuerName	dec
PropertyString	41	0x29	HouseOwnerAccount	dec
PropertyString	42	0x2A	DisplayName	dec
PropertyString	43	0x2B	DateOfBirth	dec
PropertyString	44	0x2C	ThirdPartyApi	dec
PropertyString	45	0x2D	KillQuest	dec
PropertyString	46	0x2E	Afk	dec
PropertyString	47	0x2F	AllegianceName	dec
PropertyString	48	0x30	AugmentationAddQuest	dec
PropertyString	49	0x31	KillQuest2	dec
PropertyString	50	0x32	KillQuest3	dec
PropertyString	51	0x33	UseSendsSignal	dec
PropertyString	52	0x34	GearPlatingName	dec
RadarBehavior	0	0x0	Undefined	hex
RadarBehavior	1	0x1	ShowNever	hex
RadarBehavior	2	0x2	ShowMovement	hex
RadarBehavior	3	0x3	ShowAttacking	hex
RadarBehavior	4	0x4	ShowAlways	hex
RadarColor	0	0x0	Default	dec (unverified)
RadarColor	1	0x1	Blue	dec (unverified)
RadarColor	2	0x2	Gold	dec (unverified)
RadarColor	3	0x3	White	dec (unverified)
RadarColor	4	0x4	Purple	dec (unverified)
RadarColor	5	0x5	Red	dec (unverified)
RadarColor	6	0x6	Pink	dec (unverified)
RadarColor	7	0x7	Green	dec (unverified)
RadarColor	8	0x8	Yellow	dec (unverified)
RadarColor	9	0x9	Cyan	dec (unverified)
RadarColor	10	0xA	BrightGreen	dec (unverified)
ResistHighlightMask	1	0x1	ResistSlash	hex (mask attr)
ResistHighlightMask	2	0x2	ResistPierce	hex (mask attr)
ResistHighlightMask	4	0x4	ResistBludgeon	hex (mask attr)
ResistHighlightMask	8	0x8	ResistFire	hex (mask attr)
ResistHighlightMask	16	0x10	ResistCold	hex (mask attr)
ResistHighlightMask	32	0x20	ResistAcid	hex (mask attr)
ResistHighlightMask	64	0x40	ResistElectric	hex (mask attr)
ResistHighlightMask	128	0x80	ResistHealthBoost	hex (mask attr)
ResistHighlightMask	256	0x100	ResistStaminaDrain	hex (mask attr)
ResistHighlightMask	512	0x200	ResistStaminaBoost	hex (mask attr)
ResistHighlightMask	1024	0x400	ResistManaDrain	hex (mask attr)
ResistHighlightMask	2048	0x800	ResistManaBoost	hex (mask attr)
ResistHighlightMask	4096	0x1000	ManaConversionMod	hex (mask attr)
ResistHighlightMask	8192	0x2000	ElementalDamageMod	hex (mask attr)
ResistHighlightMask	16384	0x4000	ResistNether	hex (mask attr)
S2CMessage	36	0x24	Item_ServerSaysRemove	hex
S2CMessage	160	0xA0	Character_ServerSaysAttemptFailed	hex
S2CMessage	407	0x197	Item_UpdateStackSize	hex
S2CMessage	414	0x19E	Combat_HandlePlayerDeathEvent	hex
S2CMessage	465	0x1D1	Qualities_PrivateRemoveIntEvent	hex
S2CMessage	466	0x1D2	Qualities_RemoveIntEvent	hex
S2CMessage	467	0x1D3	Qualities_PrivateRemoveBoolEvent	hex
S2CMessage	468	0x1D4	Qualities_RemoveBoolEvent	hex
S2CMessage	469	0x1D5	Qualities_PrivateRemoveFloatEvent	hex
S2CMessage	470	0x1D6	Qualities_RemoveFloatEvent	hex
S2CMessage	471	0x1D7	Qualities_PrivateRemoveStringEvent	hex
S2CMessage	472	0x1D8	Qualities_RemoveStringEvent	hex
S2CMessage	473	0x1D9	Qualities_PrivateRemoveDataIdEvent	hex
S2CMessage	474	0x1DA	Qualities_RemoveDataIdEvent	hex
S2CMessage	475	0x1DB	Qualities_PrivateRemoveInstanceIdEvent	hex
S2CMessage	476	0x1DC	Qualities_RemoveInstanceIdEvent	hex
S2CMessage	477	0x1DD	Qualities_PrivateRemovePositionEvent	hex
S2CMessage	478	0x1DE	Qualities_RemovePositionEvent	hex
S2CMessage	480	0x1E0	Communication_HearEmote	hex
S2CMessage	482	0x1E2	Communication_HearSoulEmote	hex
S2CMessage	696	0x2B8	Qualities_PrivateRemoveInt64Event	hex
S2CMessage	697	0x2B9	Qualities_RemoveInt64Event	hex
S2CMessage	699	0x2BB	Communication_HearSpeech	hex
S2CMessage	700	0x2BC	Communication_HearRangedSpeech	hex
S2CMessage	717	0x2CD	Qualities_PrivateUpdateInt	hex
S2CMessage	718	0x2CE	Qualities_UpdateInt	hex
S2CMessage	719	0x2CF	Qualities_PrivateUpdateInt64	hex
S2CMessage	720	0x2D0	Qualities_UpdateInt64	hex
S2CMessage	721	0x2D1	Qualities_PrivateUpdateBool	hex
S2CMessage	722	0x2D2	Qualities_UpdateBool	hex
S2CMessage	723	0x2D3	Qualities_PrivateUpdateFloat	hex
S2CMessage	724	0x2D4	Qualities_UpdateFloat	hex
S2CMessage	725	0x2D5	Qualities_PrivateUpdateString	hex
S2CMessage	726	0x2D6	Qualities_UpdateString	hex
S2CMessage	727	0x2D7	Qualities_PrivateUpdateDataId	hex
S2CMessage	728	0x2D8	Qualities_UpdateDataId	hex
S2CMessage	729	0x2D9	Qualities_PrivateUpdateInstanceId	hex
S2CMessage	730	0x2DA	Qualities_UpdateInstanceId	hex
S2CMessage	731	0x2DB	Qualities_PrivateUpdatePosition	hex
S2CMessage	732	0x2DC	Qualities_UpdatePosition	hex
S2CMessage	733	0x2DD	Qualities_PrivateUpdateSkill	hex
S2CMessage	734	0x2DE	Qualities_UpdateSkill	hex
S2CMessage	735	0x2DF	Qualities_PrivateUpdateSkillLevel	hex
S2CMessage	736	0x2E0	Qualities_UpdateSkillLevel	hex
S2CMessage	737	0x2E1	Qualities_PrivateUpdateSkillAC	hex
S2CMessage	738	0x2E2	Qualities_UpdateSkillAC	hex
S2CMessage	739	0x2E3	Qualities_PrivateUpdateAttribute	hex
S2CMessage	740	0x2E4	Qualities_UpdateAttribute	hex
S2CMessage	741	0x2E5	Qualities_PrivateUpdateAttributeLevel	hex
S2CMessage	742	0x2E6	Qualities_UpdateAttributeLevel	hex
S2CMessage	743	0x2E7	Qualities_PrivateUpdateAttribute2nd	hex
S2CMessage	744	0x2E8	Qualities_UpdateAttribute2nd	hex
S2CMessage	745	0x2E9	Qualities_PrivateUpdateAttribute2ndLevel	hex
S2CMessage	746	0x2EA	Qualities_UpdateAttribute2ndLevel	hex
S2CMessage	60000	0xEA60	Admin_Environs	hex
S2CMessage	63001	0xF619	Movement_PositionAndMovementEvent	hex
S2CMessage	63013	0xF625	Item_ObjDescEvent	hex
S2CMessage	63024	0xF630	Character_SetPlayerVisualDesc	hex
S2CMessage	63043	0xF643	Character_CharGenVerificationResponse	hex
S2CMessage	63057	0xF651	Login_AwaitingSubscriptionExpiration	hex
S2CMessage	63059	0xF653	Login_LogOffCharacter	hex
S2CMessage	63061	0xF655	Character_CharacterDelete	hex
S2CMessage	63064	0xF658	Login_LoginCharacterSet	hex
S2CMessage	63065	0xF659	Character_CharacterError	hex
S2CMessage	63301	0xF745	Item_CreateObject	hex
S2CMessage	63302	0xF746	Login_CreatePlayer	hex
S2CMessage	63303	0xF747	Item_DeleteObject	hex
S2CMessage	63304	0xF748	Movement_PositionEvent	hex
S2CMessage	63305	0xF749	Item_ParentEvent	hex
S2CMessage	63306	0xF74A	Inventory_PickupEvent	hex
S2CMessage	63307	0xF74B	Item_SetState	hex
S2CMessage	63308	0xF74C	Movement_SetObjectMovement	hex
S2CMessage	63310	0xF74E	Movement_VectorUpdate	hex
S2CMessage	63312	0xF750	Effects_SoundEvent	hex
S2CMessage	63313	0xF751	Effects_PlayerTeleport	hex
S2CMessage	63316	0xF754	Effects_PlayScriptId	hex
S2CMessage	63317	0xF755	Effects_PlayScriptType	hex
S2CMessage	63408	0xF7B0	Ordered_GameEvent	hex
S2CMessage	63425	0xF7C1	Login_AccountBanned	hex
S2CMessage	63434	0xF7CA	Admin_ReceiveAccountData	hex
S2CMessage	63435	0xF7CB	Admin_ReceivePlayerData	hex
S2CMessage	63451	0xF7DB	Item_UpdateObject	hex
S2CMessage	63452	0xF7DC	Login_AccountBooted	hex
S2CMessage	63454	0xF7DE	Communication_TurbineChat	hex
S2CMessage	63455	0xF7DF	Login_EnterGame_ServerReady	hex
S2CMessage	63456	0xF7E0	Communication_TextboxString	hex
S2CMessage	63457	0xF7E1	Login_WorldInfo	hex
S2CMessage	63458	0xF7E2	DDD_DataMessage	hex
S2CMessage	63460	0xF7E4	DDD_ErrorMessage	hex
S2CMessage	63461	0xF7E5	DDD_InterrogationMessage	hex
S2CMessage	63463	0xF7E7	DDD_BeginDDDMessage	hex
S2CMessage	63466	0xF7EA	DDD_OnEndDDD	hex
ServerSwitchType	0	0x0	World	hex
ServerSwitchType	1	0x1	Logon	hex
SkillAdvancementClass	1	0x1	Untrained	hex
SkillAdvancementClass	2	0x2	Trained	hex
SkillAdvancementClass	3	0x3	Specialized	hex
SkillId	1	0x1	Axe	hex
SkillId	2	0x2	Bow	hex
SkillId	3	0x3	Crossbow	hex
SkillId	4	0x4	Dagger	hex
SkillId	5	0x5	Mace	hex
SkillId	6	0x6	MeleeDefense	hex
SkillId	7	0x7	MissileDefense	hex
SkillId	8	0x8	Sling	hex
SkillId	9	0x9	Spear	hex
SkillId	10	0xA	Staff	hex
SkillId	11	0xB	Sword	hex
SkillId	12	0xC	ThrownWeapons	hex
SkillId	13	0xD	UnarmedCombat	hex
SkillId	14	0xE	ArcaneLore	hex
SkillId	15	0xF	MagicDefense	hex
SkillId	16	0x10	ManaConversion	hex
SkillId	17	0x11	Spellcraft	hex
SkillId	18	0x12	ItemTinkering	hex
SkillId	19	0x13	AssessPerson	hex
SkillId	20	0x14	Deception	hex
SkillId	21	0x15	Healing	hex
SkillId	22	0x16	Jump	hex
SkillId	23	0x17	Lockpick	hex
SkillId	24	0x18	Run	hex
SkillId	25	0x19	Awareness	hex
SkillId	26	0x1A	ArmorRepair	hex
SkillId	27	0x1B	AssessCreature	hex
SkillId	28	0x1C	WeaponTinkering	hex
SkillId	29	0x1D	ArmorTinkering	hex
SkillId	30	0x1E	MagicItemTinkering	hex
SkillId	31	0x1F	CreatureEnchantment	hex
SkillId	32	0x20	ItemEnchantment	hex
SkillId	33	0x21	LifeMagic	hex
SkillId	34	0x22	WarMagic	hex
SkillId	35	0x23	Leadership	hex
SkillId	36	0x24	Loyalty	hex
SkillId	37	0x25	Fletching	hex
SkillId	38	0x26	Alchemy	hex
SkillId	39	0x27	Cooking	hex
SkillId	40	0x28	Salvaging	hex
SkillId	41	0x29	TwoHandedCombat	hex
SkillId	42	0x2A	Gearcraft	hex
SkillId	43	0x2B	VoidMagic	hex
SkillId	44	0x2C	HeavyWeapons	hex
SkillId	45	0x2D	LightWeapons	hex
SkillId	46	0x2E	FinesseWeapons	hex
SkillId	47	0x2F	MissleWeapons	hex
SkillId	49	0x31	DualWield	hex
SkillId	50	0x32	Recklessness	hex
SkillId	51	0x33	SneakAttack	hex
SkillId	52	0x34	DirtyFighting	hex
SkillId	53	0x35	Challenge	hex
SkillId	54	0x36	Summoning	hex
Sound	0	0x0	Invalid	hex
Sound	1	0x1	Speak1	hex
Sound	2	0x2	Random	hex
Sound	3	0x3	Attack1	hex
Sound	4	0x4	Attack2	hex
Sound	5	0x5	Attack3	hex
Sound	6	0x6	SpecialAttack1	hex
Sound	7	0x7	SpecialAttack2	hex
Sound	8	0x8	SpecialAttack3	hex
Sound	9	0x9	Damage1	hex
Sound	10	0xA	Damage2	hex
Sound	11	0xB	Damage3	hex
Sound	12	0xC	Wound1	hex
Sound	13	0xD	Wound2	hex
Sound	14	0xE	Wound3	hex
Sound	15	0xF	Death1	hex
Sound	16	0x10	Death2	hex
Sound	17	0x11	Death3	hex
Sound	18	0x12	Grunt1	hex
Sound	19	0x13	Grunt2	hex
Sound	20	0x14	Grunt3	hex
Sound	21	0x15	Oh1	hex
Sound	22	0x16	Oh2	hex
Sound	23	0x17	Oh3	hex
Sound	24	0x18	Heave1	hex
Sound	25	0x19	Heave2	hex
Sound	26	0x1A	Heave3	hex
Sound	27	0x1B	Knockdown1	hex
Sound	28	0x1C	Knockdown2	hex
Sound	29	0x1D	Knockdown3	hex
Sound	30	0x1E	Swoosh1	hex
Sound	31	0x1F	Swoosh2	hex
Sound	32	0x20	Swoosh3	hex
Sound	33	0x21	Thump1	hex
Sound	34	0x22	Smash1	hex
Sound	35	0x23	Scratch1	hex
Sound	36	0x24	Spear	hex
Sound	37	0x25	Sling	hex
Sound	38	0x26	Dagger	hex
Sound	39	0x27	ArrowWhiz1	hex
Sound	40	0x28	ArrowWhiz2	hex
Sound	41	0x29	CrossbowPull	hex
Sound	42	0x2A	CrossbowRelease	hex
Sound	43	0x2B	BowPull	hex
Sound	44	0x2C	BowRelease	hex
Sound	45	0x2D	ThrownWeaponRelease1	hex
Sound	46	0x2E	ArrowLand	hex
Sound	47	0x2F	Collision	hex
Sound	48	0x30	HitFlesh1	hex
Sound	49	0x31	HitLeather1	hex
Sound	50	0x32	HitChain1	hex
Sound	51	0x33	HitPlate1	hex
Sound	52	0x34	HitMissile1	hex
Sound	53	0x35	HitMissile2	hex
Sound	54	0x36	HitMissile3	hex
Sound	55	0x37	Footstep1	hex
Sound	56	0x38	Footstep2	hex
Sound	57	0x39	Walk1	hex
Sound	58	0x3A	Dance1	hex
Sound	59	0x3B	Dance2	hex
Sound	60	0x3C	Dance3	hex
Sound	61	0x3D	Hidden1	hex
Sound	62	0x3E	Hidden2	hex
Sound	63	0x3F	Hidden3	hex
Sound	64	0x40	Eat1	hex
Sound	65	0x41	Drink1	hex
Sound	66	0x42	Open	hex
Sound	67	0x43	Close	hex
Sound	68	0x44	OpenSlam	hex
Sound	69	0x45	CloseSlam	hex
Sound	70	0x46	Ambient1	hex
Sound	71	0x47	Ambient2	hex
Sound	72	0x48	Ambient3	hex
Sound	73	0x49	Ambient4	hex
Sound	74	0x4A	Ambient5	hex
Sound	75	0x4B	Ambient6	hex
Sound	76	0x4C	Ambient7	hex
Sound	77	0x4D	Ambient8	hex
Sound	78	0x4E	Waterfall	hex
Sound	79	0x4F	LogOut	hex
Sound	80	0x50	LogIn	hex
Sound	81	0x51	LifestoneOn	hex
Sound	82	0x52	AttribUp	hex
Sound	83	0x53	AttribDown	hex
Sound	84	0x54	SkillUp	hex
Sound	85	0x55	SkillDown	hex
Sound	86	0x56	HealthUp	hex
Sound	87	0x57	HealthDown	hex
Sound	88	0x58	ShieldUp	hex
Sound	89	0x59	ShieldDown	hex
Sound	90	0x5A	EnchantUp	hex
Sound	91	0x5B	EnchantDown	hex
Sound	92	0x5C	VisionUp	hex
Sound	93	0x5D	VisionDown	hex
Sound	94	0x5E	Fizzle	hex
Sound	95	0x5F	Launch	hex
Sound	96	0x60	Explode	hex
Sound	97	0x61	TransUp	hex
Sound	98	0x62	TransDown	hex
Sound	99	0x63	BreatheFlaem	hex
Sound	100	0x64	BreatheAcid	hex
Sound	101	0x65	BreatheFrost	hex
Sound	102	0x66	BreatheLightning	hex
Sound	103	0x67	Create	hex
Sound	104	0x68	Destroy	hex
Sound	105	0x69	Lockpicking	hex
Sound	106	0x6A	UI_EnterPortal	hex
Sound	107	0x6B	UI_ExitPortal	hex
Sound	108	0x6C	UI_GeneralQuery	hex
Sound	109	0x6D	UI_GeneralError	hex
Sound	110	0x6E	UI_TransientMessage	hex
Sound	111	0x6F	UI_IconPickUp	hex
Sound	112	0x70	UI_IconSuccessfulDrop	hex
Sound	113	0x71	UI_IconInvalid_Drop	hex
Sound	114	0x72	UI_ButtonPress	hex
Sound	115	0x73	UI_GrabSlider	hex
Sound	116	0x74	UI_ReleaseSlider	hex
Sound	117	0x75	UI_NewTargetSelected	hex
Sound	118	0x76	UI_Roar	hex
Sound	119	0x77	UI_Bell	hex
Sound	120	0x78	UI_Chant1	hex
Sound	121	0x79	UI_Chant2	hex
Sound	122	0x7A	UI_DarkWhispers1	hex
Sound	123	0x7B	UI_DarkWhispers2	hex
Sound	124	0x7C	UI_DarkLaugh	hex
Sound	125	0x7D	UI_DarkWind	hex
Sound	126	0x7E	UI_DarkSpeech	hex
Sound	127	0x7F	UI_Drums	hex
Sound	128	0x80	UI_GhostSpeak	hex
Sound	129	0x81	UI_Breathing	hex
Sound	130	0x82	UI_Howl	hex
Sound	131	0x83	UI_LostSouls	hex
Sound	132	0x84	UI_Squeal	hex
Sound	133	0x85	UI_Thunder1	hex
Sound	134	0x86	UI_Thunder2	hex
Sound	135	0x87	UI_Thunder3	hex
Sound	136	0x88	UI_Thunder4	hex
Sound	137	0x89	UI_Thunder5	hex
Sound	138	0x8A	UI_Thunder6	hex
Sound	139	0x8B	RaiseTrait	hex
Sound	140	0x8C	WieldObject	hex
Sound	141	0x8D	UnwieldObject	hex
Sound	142	0x8E	ReceiveItem	hex
Sound	143	0x8F	PickUpItem	hex
Sound	144	0x90	DropItem	hex
Sound	145	0x91	ResistSpell	hex
Sound	146	0x92	PicklockFail	hex
Sound	147	0x93	LockSuccess	hex
